epoch (ms),time (03:00),elapsed (s),w (number),x (number),y (number), z (number)
1681839389679,2023-04-18T20.36.29.679,0.000,1.000,-0.026,-0.014,0.000
1681839389689,2023-04-18T20.36.29.689,0.010,1.000,-0.026,-0.014,0.000
1681839389699,2023-04-18T20.36.29.699,0.020,1.000,-0.026,-0.014,0.000
1681839389710,2023-04-18T20.36.29.710,0.031,1.000,-0.026,-0.014,0.000
1681839389720,2023-04-18T20.36.29.720,0.041,1.000,-0.026,-0.014,0.000
1681839389730,2023-04-18T20.36.29.730,0.051,1.000,-0.026,-0.014,0.000
1681839389740,2023-04-18T20.36.29.740,0.061,1.000,-0.026,-0.013,0.000
1681839389751,2023-04-18T20.36.29.751,0.072,1.000,-0.026,-0.013,0.000
1681839389759,2023-04-18T20.36.29.759,0.080,1.000,-0.026,-0.013,0.000
1681839389770,2023-04-18T20.36.29.770,0.091,1.000,-0.026,-0.013,0.000
1681839389780,2023-04-18T20.36.29.780,0.101,1.000,-0.026,-0.013,0.000
1681839389790,2023-04-18T20.36.29.790,0.111,1.000,-0.026,-0.013,0.000
1681839389800,2023-04-18T20.36.29.800,0.121,1.000,-0.026,-0.013,0.000
1681839389811,2023-04-18T20.36.29.811,0.132,1.000,-0.026,-0.013,0.000
1681839389821,2023-04-18T20.36.29.821,0.142,1.000,-0.026,-0.013,0.000
1681839389831,2023-04-18T20.36.29.831,0.152,1.000,-0.026,-0.013,0.000
1681839389841,2023-04-18T20.36.29.841,0.162,1.000,-0.026,-0.013,0.000
1681839389852,2023-04-18T20.36.29.852,0.173,1.000,-0.026,-0.013,0.000
1681839389862,2023-04-18T20.36.29.862,0.183,1.000,-0.026,-0.013,0.000
1681839389871,2023-04-18T20.36.29.871,0.192,1.000,-0.026,-0.013,0.000
1681839389881,2023-04-18T20.36.29.881,0.202,1.000,-0.026,-0.013,0.000
1681839389891,2023-04-18T20.36.29.891,0.212,1.000,-0.026,-0.013,0.000
1681839389901,2023-04-18T20.36.29.901,0.222,1.000,-0.026,-0.013,0.000
