epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1682414909464,2023-04-25T12.28.29.464,0.000,-0.003,0.000,0.000
1682414909474,2023-04-25T12.28.29.474,0.010,0.014,0.006,-0.003
1682414909485,2023-04-25T12.28.29.485,0.021,0.013,0.003,-0.009
1682414909495,2023-04-25T12.28.29.495,0.031,0.003,-0.016,-0.017
1682414909505,2023-04-25T12.28.29.505,0.041,0.002,-0.028,-0.019
1682414909515,2023-04-25T12.28.29.515,0.051,0.001,-0.020,-0.013
1682414909526,2023-04-25T12.28.29.526,0.062,0.000,-0.015,-0.015
1682414909536,2023-04-25T12.28.29.536,0.072,0.009,-0.013,-0.020
1682414909546,2023-04-25T12.28.29.546,0.082,0.013,0.013,-0.017
1682414909556,2023-04-25T12.28.29.556,0.092,0.023,0.017,-0.024
1682414909567,2023-04-25T12.28.29.567,0.103,0.015,0.020,-0.029
1682414909575,2023-04-25T12.28.29.575,0.111,0.007,0.007,-0.034
1682414909586,2023-04-25T12.28.29.586,0.122,0.000,-0.005,-0.036
1682414909596,2023-04-25T12.28.29.596,0.132,-0.015,-0.007,-0.034
1682414909606,2023-04-25T12.28.29.606,0.142,-0.020,-0.006,-0.036
1682414909616,2023-04-25T12.28.29.616,0.152,-0.020,-0.004,-0.043
1682414909627,2023-04-25T12.28.29.627,0.163,-0.019,-0.009,-0.045
1682414909637,2023-04-25T12.28.29.637,0.173,-0.017,-0.020,-0.047
1682414909647,2023-04-25T12.28.29.647,0.183,-0.015,-0.027,-0.045
1682414909658,2023-04-25T12.28.29.658,0.194,-0.019,-0.038,-0.041
1682414909668,2023-04-25T12.28.29.668,0.204,-0.027,-0.030,-0.030
1682414909678,2023-04-25T12.28.29.678,0.214,-0.035,-0.023,-0.018
1682414909687,2023-04-25T12.28.29.687,0.223,-0.042,-0.004,-0.003
1682414909697,2023-04-25T12.28.29.697,0.233,-0.032,0.017,0.009
1682414909707,2023-04-25T12.28.29.707,0.243,-0.022,0.032,0.013
1682414909718,2023-04-25T12.28.29.718,0.254,-0.009,0.033,0.006
1682414909728,2023-04-25T12.28.29.728,0.264,-0.004,0.015,0.002
1682414909738,2023-04-25T12.28.29.738,0.274,-0.004,-0.008,-0.009
1682414909748,2023-04-25T12.28.29.748,0.284,-0.004,-0.035,-0.014
1682414909759,2023-04-25T12.28.29.759,0.295,-0.012,-0.028,-0.015
1682414909769,2023-04-25T12.28.29.769,0.305,-0.020,-0.036,-0.013
1682414909779,2023-04-25T12.28.29.779,0.315,-0.023,-0.039,-0.013
1682414909789,2023-04-25T12.28.29.789,0.325,-0.015,-0.022,-0.008
1682414909798,2023-04-25T12.28.29.798,0.334,0.003,-0.004,-0.001
1682414909808,2023-04-25T12.28.29.808,0.344,0.018,0.004,-0.002
1682414909819,2023-04-25T12.28.29.819,0.355,0.038,0.013,-0.002
1682414909829,2023-04-25T12.28.29.829,0.365,0.046,0.014,0.002
1682414909839,2023-04-25T12.28.29.839,0.375,0.033,-0.013,-0.005
1682414909849,2023-04-25T12.28.29.849,0.385,0.009,-0.015,-0.008
1682414909860,2023-04-25T12.28.29.860,0.396,-0.021,-0.034,-0.014
1682414909870,2023-04-25T12.28.29.870,0.406,-0.040,-0.050,-0.016
1682414909880,2023-04-25T12.28.29.880,0.416,-0.044,-0.027,-0.010
1682414909890,2023-04-25T12.28.29.890,0.426,-0.029,-0.014,-0.010
1682414909901,2023-04-25T12.28.29.901,0.437,-0.003,-0.008,-0.011
1682414909909,2023-04-25T12.28.29.909,0.445,0.020,0.007,-0.009
1682414909920,2023-04-25T12.28.29.920,0.456,0.029,0.005,-0.014
1682414909930,2023-04-25T12.28.29.930,0.466,0.035,-0.003,-0.016
1682414909940,2023-04-25T12.28.29.940,0.476,0.029,-0.007,-0.015
1682414909950,2023-04-25T12.28.29.950,0.486,0.013,-0.005,-0.018
1682414909961,2023-04-25T12.28.29.961,0.497,-0.002,-0.022,-0.024
