epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1682502524089,2023-04-26T12.48.44.089,0.000,-0.036,0.001,-0.006
1682502524100,2023-04-26T12.48.44.100,0.011,-0.027,-0.009,0.001
1682502524108,2023-04-26T12.48.44.108,0.019,-0.030,-0.003,0.000
1682502524119,2023-04-26T12.48.44.119,0.030,-0.011,-0.005,0.007
1682502524129,2023-04-26T12.48.44.129,0.040,-0.011,0.012,0.002
1682502524139,2023-04-26T12.48.44.139,0.050,-0.010,0.015,0.004
1682502524149,2023-04-26T12.48.44.149,0.060,-0.008,0.013,0.008
1682502524160,2023-04-26T12.48.44.160,0.071,-0.019,0.028,-0.006
1682502524170,2023-04-26T12.48.44.170,0.081,-0.007,0.035,-0.014
1682502524180,2023-04-26T12.48.44.180,0.091,0.009,0.032,-0.020
1682502524190,2023-04-26T12.48.44.190,0.101,0.013,0.041,-0.007
1682502524201,2023-04-26T12.48.44.201,0.112,0.017,0.027,0.018
1682502524209,2023-04-26T12.48.44.209,0.120,0.003,0.025,0.002
1682502524220,2023-04-26T12.48.44.220,0.131,-0.005,0.022,-0.024
1682502524230,2023-04-26T12.48.44.230,0.141,-0.012,0.032,-0.067
1682502524240,2023-04-26T12.48.44.240,0.151,-0.008,0.033,-0.075
1682502524250,2023-04-26T12.48.44.250,0.161,0.012,0.020,-0.048
1682502524261,2023-04-26T12.48.44.261,0.172,0.013,0.023,-0.028
1682502524271,2023-04-26T12.48.44.271,0.182,0.021,0.019,0.006
1682502524281,2023-04-26T12.48.44.281,0.192,0.031,0.024,0.025
1682502524291,2023-04-26T12.48.44.291,0.202,0.029,0.041,0.011
1682502524302,2023-04-26T12.48.44.302,0.213,0.036,0.051,-0.009
1682502524312,2023-04-26T12.48.44.312,0.223,0.031,0.060,-0.017
1682502524322,2023-04-26T12.48.44.322,0.233,0.027,0.056,-0.013
1682502524331,2023-04-26T12.48.44.331,0.242,0.028,0.052,-0.006
1682502524341,2023-04-26T12.48.44.341,0.252,0.016,0.049,0.005
1682502524352,2023-04-26T12.48.44.352,0.263,-0.006,0.037,0.027
